DataHora,Jogador,ATT,TEC,TAC,DEF,CRE,Aba,Ano_Temporada,Competicao,Categoria,Colunas_Metricas,Valores
2026-09-15T18:16:01.635Z,Thauan Lara,59,60,52,43,57,Temporada,26/27,Liga Portugal 2,Defendendo,Jogos sem sofrer gols | Interceptações | Desarmes por jogo | Bolas recuperadas no ataque | Bolas recuperadas por jogo | Driblado por jogo | Cortes por jogo | Chutes bloqueados por jogo | Erros que levaram à finalização | Erros que levaram ao gol | Pênaltis cometidos,0 | 0.0 | 0.3 | 0.0 | 0.7 | 0.0 | 0.3 | 0.0 | 0 | 0 | 0
2026-09-15T18:16:01.728Z,Thauan Lara,59,60,52,43,57,Temporada,26/27,Liga Portugal 2,Outros (por partida),Dribles certos | Disputas de bola vencidas | Duelos ganhos pelo chão | Duelos aéreos ganhos | Perda da posse de bola | Faltas por jogo | Faltas sofridas | Impedimentos,0.3 (100%) | 2.0 (100%) | 2.0 (100%) | 0.0 | 1.7 | 0.0 | 1.3 | 0.0
2026-09-15T18:16:01.805Z,Thauan Lara,59,60,52,43,57,Temporada,26/27,Liga Portugal 2,Cartões,Amarelo | Vermelho (2 amarelos) | Verm.,0 | 0 | 0
2026-09-15T18:16:07.847Z,Renê Sousa,64,52,51,32,42,Temporada,2026,Brasileirão Betano,Resumo da Temporada,JOGOS | MINUTOS POR JOGO | GOLS | GOLS ESPERADOS (XG) | ASSISTÊNCIAS,20 | 68 | 8 | 6.78 | 1
2026-09-15T18:16:07.971Z,Renê Sousa,64,52,51,32,42,Temporada,2026,Brasileirão Betano,Partidas,Temporada | Fantasy | Brasileirão Betano | 2026 | 20 | 68 | 8 | 6.78 | 1 | 29 de jul. | 16 de ago. | 29 de ago. | 13 de set. | Jogos | Titular | Minutos por jogo | Total de minutos jogados | Time da semana | Desempenho de corrida (por 90) | 9.1 km | 15.4 | 33.9 km/h | Gols | Gols esperados (xG) | Frequência de gols (em minutos) | Gols por partida | Finalizações | Chutes certos por jogo | Grandes chances perdidas | Conversão de gols | Gols de pênalti | Conversão de pênaltis | Gols de falta | Eficácia de gols de falta | Gols de dentro da área | Gols de fora da área | Gols de cabeça | Gols com a perna esquerda | Gols com a perna direita | Pênalti sofrido | Passe | 1 | 0.35 | 21.2 | 1 | 0.5 | 6.2 (71%) | 2.0 (81%) | 4.2 (67%) | 0.05 (17%) | 0.2 (43%) | 0.05 (8%) | Interceptações | Desarmes por jogo | Bolas recuperadas no ataque | Bolas recuperadas por jogo | Driblado por jogo | Cortes por jogo | Chutes bloqueados por jogo | Erros que levaram à finalização | Erros que levaram ao gol | Pênaltis cometidos | Outros (por partida) | 0.8 (71%) | 3.7 (42%) | 2.9 (55%) | 0.9 (23%) | 7.1 | 0.8 | 1.7 | 0.2 | Amarelo | Vermelho (2 amarelos) | Verm.,Carreira | tournaments | seasons | JOGOS | MINUTOS POR JOGO | GOLS | GOLS ESPERADOS (XG) | ASSISTÊNCIAS | Média das notas Sofascore | 9 de ago. | 23 de ago. | 7 de set. | Mapa de calor da temporada | 20 | 15 | 68 | 1352 | 4 | Distância percorrida | Número de sprints | Velocidade máxima | Atacando | 8 | 6.78 | 169min | 0.4 | 2.5 | 1.3 | 7 | 16% | 0/0 | 0% | 0/0 | 0% | 6/40 | 2/10 | 3 | 2 | 3 | 0 | Assistências | Assistências Esperadas (xA) | Ações com a bola | Grandes chances criadas | Passes decisivos | Passes certos | Passes no próprio campo | Passes certos no terço final | Bolas longas (certos) | Passes tensos certos | Cruzamentos certos | Defendendo | 0.3 | 0.5 | 0.3 | 1.3 | 0.4 | 0.3 | 0.1 | 0 | 0 | 0 | Dribles certos | Disputas de bola vencidas | Duelos ganhos pelo chão | Duelos aéreos ganhos | Perda da posse de bola | Faltas por jogo | Faltas sofridas | Impedimentos | Cartões | 2 | 0 | 0
2026-09-15T18:16:08.072Z,Renê Sousa,64,52,51,32,42,Temporada,2026,Brasileirão Betano,Desempenho de corrida (por 90),Distância percorrida | Número de sprints | Velocidade máxima,9.1 km | 15.4 | 33.9 km/h
2026-09-15T18:16:08.183Z,Renê Sousa,64,52,51,32,42,Temporada,2026,Brasileirão Betano,Atacando,Gols | Gols esperados (xG) | Frequência de gols (em minutos) | Gols por partida | Finalizações | Chutes certos por jogo | Grandes chances perdidas | Conversão de gols | Gols de pênalti | Conversão de pênaltis | Gols de falta | Eficácia de gols de falta | Gols de dentro da área | Gols de fora da área | Gols de cabeça | Gols com a perna esquerda | Gols com a perna direita | Pênalti sofrido,8 | 6.78 | 169min | 0.4 | 2.5 | 1.3 | 7 | 16% | 0/0 | 0% | 0/0 | 0% | 6/40 | 2/10 | 3 | 2 | 3 | 0
2026-09-15T18:16:08.300Z,Renê Sousa,64,52,51,32,42,Temporada,2026,Brasileirão Betano,Passe,Assistências | Assistências Esperadas (xA) | Ações com a bola | Grandes chances criadas | Passes decisivos | Passes certos | Passes no próprio campo | Passes certos no terço final | Bolas longas (certos) | Passes tensos certos | Cruzamentos certos,1 | 0.35 | 21.2 | 1 | 0.5 | 6.2 (71%) | 2.0 (81%) | 4.2 (67%) | 0.05 (17%) | 0.2 (43%) | 0.05 (8%)
2026-09-15T18:16:08.447Z,Renê Sousa,64,52,51,32,42,Temporada,2026,Brasileirão Betano,Defendendo,Interceptações | Desarmes por jogo | Bolas recuperadas no ataque | Bolas recuperadas por jogo | Driblado por jogo | Cortes por jogo | Chutes bloqueados por jogo | Erros que levaram à finalização | Erros que levaram ao gol | Pênaltis cometidos,0.3 | 0.5 | 0.3 | 1.3 | 0.4 | 0.3 | 0.1 | 0 | 0 | 0
2026-09-15T18:16:08.617Z,Renê Sousa,64,52,51,32,42,Temporada,2026,Brasileirão Betano,Outros (por partida),Dribles certos | Disputas de bola vencidas | Duelos ganhos pelo chão | Duelos aéreos ganhos | Perda da posse de bola | Faltas por jogo | Faltas sofridas | Impedimentos,0.8 (71%) | 3.7 (42%) | 2.9 (55%) | 0.9 (23%) | 7.1 | 0.8 | 1.7 | 0.2
2026-09-15T18:16:08.733Z,Renê Sousa,64,52,51,32,42,Temporada,2026,Brasileirão Betano,Cartões,Amarelo | Vermelho (2 amarelos) | Verm.,2 | 0 | 0
2026-09-15T18:16:15.132Z,Gabriel Lopes,59,62,35,35,60,Temporada,2026,U20 Campeonato Brasileiro,Resumo da Temporada,JOGOS | MINUTOS POR JOGO | GOLS | ASSISTÊNCIAS,9 | 74 | 5 | 6
2026-09-15T18:16:15.210Z,Gabriel Lopes,59,62,35,35,60,Temporada,2026,U20 Campeonato Brasileiro,Partidas,Temporada | Fantasy | U20 Campeonato Brasileiro | 2026 | 9 | 74 | 5 | 6 | 17 de jun. | 25 de jun. | 15 de jul. | 30 de jul. | Jogos | Titular | Minutos por jogo | Total de minutos jogados | Atacando | 5 | 275min | 0.6 | 2.4 | 1.0 | 14% | 0/1 | 0% | 0 | 0 | 5 | Assistências | Passes decisivos | Passes certos | Bolas longas (certos) | Cruzamentos certos | Defendendo | 3.9 | 0.8 | 0.1 | 1 | Dribles certos | Disputas de bola vencidas | Duelos aéreos ganhos | Faltas por jogo | Faltas sofridas | Impedimentos | Cartões | 0 | 0,Carreira | tournaments | seasons | JOGOS | MINUTOS POR JOGO | GOLS | ASSISTÊNCIAS | Média das notas Sofascore | 20 de jun. | 8 de jul. | 23 de jul. | Mapa de calor da temporada | 9 | 9 | 74 | 669 | Gols | Frequência de gols (em minutos) | Gols por partida | Finalizações | Chutes certos por jogo | Conversão de gols | Gols de pênalti | Conversão de pênaltis | Gols de cabeça | Gols com a perna esquerda | Gols com a perna direita | Passe | 6 | 2.4 | 21.3 (78%) | 1.2 (46%) | 0.6 (45%) | Bolas recuperadas por jogo | Driblado por jogo | Cortes por jogo | Erros que levaram à finalização | Outros (por partida) | 1.0 (64%) | 3.3 (36%) | 0.1 (8%) | 0.2 | 0.7 | 0.0 | Amarelo | Vermelho (2 amarelos) | Verm.
2026-09-15T18:16:15.305Z,Gabriel Lopes,59,62,35,35,60,Temporada,2026,U20 Campeonato Brasileiro,Atacando,Gols | Frequência de gols (em minutos) | Gols por partida | Finalizações | Chutes certos por jogo | Conversão de gols | Gols de pênalti | Conversão de pênaltis | Gols de cabeça | Gols com a perna esquerda | Gols com a perna direita,5 | 275min | 0.6 | 2.4 | 1.0 | 14% | 0/1 | 0% | 0 | 0 | 5
2026-09-15T18:16:15.370Z,Gabriel Lopes,59,62,35,35,60,Temporada,2026,U20 Campeonato Brasileiro,Passe,Assistências | Passes decisivos | Passes certos | Bolas longas (certos) | Cruzamentos certos,6 | 2.4 | 21.3 (78%) | 1.2 (46%) | 0.6 (45%)
2026-09-15T18:16:15.448Z,Gabriel Lopes,59,62,35,35,60,Temporada,2026,U20 Campeonato Brasileiro,Defendendo,Bolas recuperadas por jogo | Driblado por jogo | Cortes por jogo | Erros que levaram à finalização,3.9 | 0.8 | 0.1 | 1
2026-09-15T18:16:15.549Z,Gabriel Lopes,59,62,35,35,60,Temporada,2026,U20 Campeonato Brasileiro,Outros (por partida),Dribles certos | Disputas de bola vencidas | Duelos aéreos ganhos | Faltas por jogo | Faltas sofridas | Impedimentos,1.0 (64%) | 3.3 (36%) | 0.1 (8%) | 0.2 | 0.7 | 0.0
2026-09-15T18:16:15.633Z,Gabriel Lopes,59,62,35,35,60,Temporada,2026,U20 Campeonato Brasileiro,Cartões,Amarelo | Vermelho (2 amarelos) | Verm.,0 | 0 | 0
2026-09-15T18:16:21.435Z,João Alencar,34,47,54,63,39,Temporada,2026,U20 Campeonato Brasileiro,Resumo da Temporada,JOGOS | MINUTOS POR JOGO | GOLS | GOLS ESPERADOS (XG) | ASSISTÊNCIAS,13 | 86 | 0 | 0.00 | 0
2026-09-15T18:16:21.487Z,João Alencar,34,47,54,63,39,Temporada,2026,U20 Campeonato Brasileiro,Partidas,Temporada | Fantasy | U20 Campeonato Brasileiro | 2026 | 13 | 86 | 0 | 0.00 | 0 | 21 de mai. | 11 de jun. | 15 de jul. | 30 de jul. | Jogos | Titular | Minutos por jogo | Total de minutos jogados | Time da semana | Atacando | 0 | 0.00 | 0min | 0.0 | 0.0 | 0.0 | 0 | 0% | 0/0 | 0% | 0/0 | 0% | 0/0 | 0/0 | 0 | 0 | 0 | 0 | Assistências | Assistências Esperadas (xA) | Ações com a bola | Grandes chances criadas | Passes decisivos | Passes certos | Passes no próprio campo | Passes certos no terço final | Bolas longas (certos) | Passes tensos certos | Cruzamentos certos | Defendendo | 5 | 2.8 | 0.0 | 0.0 | 12.3 | 0.9 | 2.2 | 1.2 | 1 | 0 | 1 | Dribles certos | Disputas de bola vencidas | Duelos ganhos pelo chão | Duelos aéreos ganhos | Perda da posse de bola | Faltas por jogo | Faltas sofridas | Impedimentos | Cartões | 2 | 0,Carreira | tournaments | seasons | JOGOS | MINUTOS POR JOGO | GOLS | GOLS ESPERADOS (XG) | ASSISTÊNCIAS | Média das notas Sofascore | 27 de mai. | 8 de jul. | 22 de jul. | Mapa de calor da temporada | 13 | 13 | 86 | 1117 | 0 | Gols | Gols esperados (xG) | Frequência de gols (em minutos) | Gols por partida | Finalizações | Chutes certos por jogo | Grandes chances perdidas | Conversão de gols | Gols de pênalti | Conversão de pênaltis | Gols de falta | Eficácia de gols de falta | Gols de dentro da área | Gols de fora da área | Gols de cabeça | Gols com a perna esquerda | Gols com a perna direita | Pênalti sofrido | Passe | 0 | 0.00 | 64.4 | 0 | 0.0 | 42.6 (87%) | 27.8 (93%) | 13.2 (80%) | 3.5 (59%) | 0.0 | 0.0 (0%) | Jogos sem sofrer gols | Interceptações | Desarmes por jogo | Bolas recuperadas no ataque | Bolas recuperadas por jogo | Driblado por jogo | Cortes por jogo | Chutes bloqueados por jogo | Erros que levaram à finalização | Erros que levaram ao gol | Pênaltis cometidos | Outros (por partida) | 0.5 (88%) | 5.4 (47%) | 2.9 (41%) | 2.5 (55%) | 8.9 | 0.5 | 0.9 | 0.0 | Amarelo | Vermelho (2 amarelos) | Verm.
