DataHora,Jogador,Categoria,Ano_Temporada,Competicao,Colunas_Metricas,Valores
2026-09-15T12:31:00.972Z,André Clóvis,Geral,20/21,Total do Ano,MP | MIN | GLS | AST | ASR,1 | 53 | 0 | 0 | 6.50
2026-09-15T12:31:01.024Z,André Clóvis,Geral,20/21,Taça de Portugal,MP | MIN | GLS | AST | ASR,1 | 53 | 0 | 0 | 6.50
2026-09-15T12:31:01.062Z,André Clóvis,Geral,17/18,Total do Ano,MP | MIN | GLS | AST | ASR,1 | 9 | 0 | 0 | 6.70
2026-09-15T12:31:01.103Z,André Clóvis,Geral,17/18,Liga Portugal Betclic,MP | MIN | GLS | AST | ASR,1 | 9 | 0 | 0 | 6.70
2026-09-15T12:31:01.901Z,André Clóvis,Finalização,26/27,Total do Ano,MP | GLS | TOS | SOT | BCM,6 | 2 | 11 | 5 | 2
2026-09-15T12:31:01.932Z,André Clóvis,Finalização,26/27,Liga Portugal Betclic,MP | GLS | TOS | SOT | BCM,6 | 2 | 11 | 5 | 2
2026-09-15T12:31:01.997Z,André Clóvis,Finalização,25/26,Total do Ano,MP | GLS | TOS | SOT | BCM,34 | 23 | 126 | 51 | 13
2026-09-15T12:31:02.035Z,André Clóvis,Finalização,25/26,Liga Portugal 2,MP | GLS | TOS | SOT | BCM,34 | 23 | 126 | 51 | 13
2026-09-15T12:31:02.086Z,André Clóvis,Finalização,24/25,Total do Ano,MP | GLS | TOS | SOT | BCM,32 | 7 | 72 | 24 | 8
2026-09-15T12:31:02.117Z,André Clóvis,Finalização,24/25,Liga Portugal 2,MP | GLS | TOS | SOT | BCM,32 | 7 | 72 | 24 | 8
2026-09-15T12:31:02.152Z,André Clóvis,Finalização,23/24,Total do Ano,MP | GLS | TOS | SOT | BCM,33 | 12 | 106 | 35 | 17
2026-09-15T12:31:02.198Z,André Clóvis,Finalização,23/24,Liga Portugal 2,MP | GLS | TOS | SOT | BCM,33 | 12 | 106 | 35 | 17
2026-09-15T12:31:02.235Z,André Clóvis,Finalização,22/23,Total do Ano,MP | GLS | TOS | SOT | BCM,4 | 3 | 14 | 7 | 1
2026-09-15T12:31:02.293Z,André Clóvis,Finalização,22/23,Liga Portugal 2,MP | GLS | TOS | SOT | BCM,2 | 3 | 10 | 7 | 1
2026-09-15T12:31:02.327Z,André Clóvis,Finalização,22/23,Taça da Liga,MP | GLS | TOS | SOT | BCM,2 | 0 | 4 | 0 | 0
2026-09-15T12:31:02.381Z,André Clóvis,Finalização,21/22,Total do Ano,MP | GLS | TOS | SOT | BCM,23 | 1 | 22 | 6 | 3
2026-09-15T12:31:02.419Z,André Clóvis,Finalização,21/22,Liga Portugal Betclic,MP | GLS | TOS | SOT | BCM,23 | 1 | 22 | 6 | 3
2026-09-15T12:31:02.467Z,André Clóvis,Finalização,20/21,Total do Ano,MP | GLS | TOS | SOT | BCM,1 | 0 | 1 | 0 | 0
2026-09-15T12:31:02.498Z,André Clóvis,Finalização,20/21,Taça de Portugal,MP | GLS | TOS | SOT | BCM,1 | 0 | 1 | 0 | 0
2026-09-15T12:31:03.279Z,André Clóvis,Jogo coletivo,26/27,Total do Ano,MP | AST | KEYP | BCC | SDR,6 | 0 | 2 | 0 | 1
2026-09-15T12:31:03.311Z,André Clóvis,Jogo coletivo,26/27,Liga Portugal Betclic,MP | AST | KEYP | BCC | SDR,6 | 0 | 2 | 0 | 1
2026-09-15T12:31:03.367Z,André Clóvis,Jogo coletivo,25/26,Total do Ano,MP | AST | KEYP | BCC | SDR,34 | 2 | 24 | 3 | 10
2026-09-15T12:31:03.418Z,André Clóvis,Jogo coletivo,25/26,Liga Portugal 2,MP | AST | KEYP | BCC | SDR,34 | 2 | 24 | 3 | 10
2026-09-15T12:31:03.449Z,André Clóvis,Jogo coletivo,24/25,Total do Ano,MP | AST | KEYP | BCC | SDR,32 | 1 | 14 | 0 | 8
2026-09-15T12:31:03.486Z,André Clóvis,Jogo coletivo,24/25,Liga Portugal 2,MP | AST | KEYP | BCC | SDR,32 | 1 | 14 | 0 | 8
2026-09-15T12:31:03.536Z,André Clóvis,Jogo coletivo,23/24,Total do Ano,MP | AST | KEYP | BCC | SDR,33 | 0 | 20 | 3 | 13
2026-09-15T12:31:03.588Z,André Clóvis,Jogo coletivo,23/24,Liga Portugal 2,MP | AST | KEYP | BCC | SDR,33 | 0 | 20 | 3 | 13
2026-09-15T12:31:03.646Z,André Clóvis,Jogo coletivo,22/23,Total do Ano,MP | AST | KEYP | BCC | SDR,4 | 0 | 4 | 0 | 1
2026-09-15T12:31:03.678Z,André Clóvis,Jogo coletivo,22/23,Liga Portugal 2,MP | AST | KEYP | BCC | SDR,2 | 0 | 3 | 0 | 1
2026-09-15T12:31:03.734Z,André Clóvis,Jogo coletivo,22/23,Taça da Liga,MP | AST | KEYP | BCC | SDR,2 | 0 | 1 | 0 | 0
2026-09-15T12:31:03.792Z,André Clóvis,Jogo coletivo,21/22,Total do Ano,MP | AST | KEYP | BCC | SDR,23 | 1 | 6 | 3 | 4
2026-09-15T12:31:03.839Z,André Clóvis,Jogo coletivo,21/22,Liga Portugal Betclic,MP | AST | KEYP | BCC | SDR,23 | 1 | 6 | 3 | 4
2026-09-15T12:31:03.905Z,André Clóvis,Jogo coletivo,20/21,Total do Ano,MP | AST | KEYP | BCC | SDR,1 | 0 | 1 | 0 | 0
2026-09-15T12:31:03.963Z,André Clóvis,Jogo coletivo,20/21,Taça de Portugal,MP | AST | KEYP | BCC | SDR,1 | 0 | 1 | 0 | 0
2026-09-15T12:31:04.753Z,André Clóvis,Passe,26/27,Total do Ano,MP | APS | APS% | ALB | LBA% | ACR | CA%,6 | 34 | 70.8 | 2 | 50.0 | 0 | -
2026-09-15T12:31:04.785Z,André Clóvis,Passe,26/27,Liga Portugal Betclic,MP | APS | APS% | ALB | LBA% | ACR | CA%,6 | 34 | 70.8 | 2 | 50.0 | 0 | -
2026-09-15T12:31:04.837Z,André Clóvis,Passe,25/26,Total do Ano,MP | APS | APS% | ALB | LBA% | ACR | CA%,34 | 226 | 65.9 | 15 | 48.4 | 3 | 25.0
2026-09-15T12:31:04.888Z,André Clóvis,Passe,25/26,Liga Portugal 2,MP | APS | APS% | ALB | LBA% | ACR | CA%,34 | 226 | 65.9 | 15 | 48.4 | 3 | 25.0
2026-09-15T12:31:04.920Z,André Clóvis,Passe,24/25,Total do Ano,MP | APS | APS% | ALB | LBA% | ACR | CA%,32 | 197 | 65.4 | 5 | 35.7 | 4 | 26.7
2026-09-15T12:31:04.969Z,André Clóvis,Passe,24/25,Liga Portugal 2,MP | APS | APS% | ALB | LBA% | ACR | CA%,32 | 197 | 65.4 | 5 | 35.7 | 4 | 26.7
2026-09-15T12:31:05.023Z,André Clóvis,Passe,23/24,Total do Ano,MP | APS | APS% | ALB | LBA% | ACR | CA%,33 | 256 | 63.2 | 7 | 31.8 | 2 | 15.4
2026-09-15T12:31:05.054Z,André Clóvis,Passe,23/24,Liga Portugal 2,MP | APS | APS% | ALB | LBA% | ACR | CA%,33 | 256 | 63.2 | 7 | 31.8 | 2 | 15.4
2026-09-15T12:31:05.106Z,André Clóvis,Passe,22/23,Total do Ano,MP | APS | APS% | ALB | LBA% | ACR | CA%,4 | 35 | 56.5 | 2 | 33.3 | 0 | -
2026-09-15T12:31:05.158Z,André Clóvis,Passe,22/23,Liga Portugal 2,MP | APS | APS% | ALB | LBA% | ACR | CA%,2 | 19 | 51.4 | 1 | 20.0 | - | -
2026-09-15T12:31:05.198Z,André Clóvis,Passe,22/23,Taça da Liga,MP | APS | APS% | ALB | LBA% | ACR | CA%,2 | 16 | 64.0 | 1 | 100.0 | 0 | -
2026-09-15T12:31:05.237Z,André Clóvis,Passe,21/22,Total do Ano,MP | APS | APS% | ALB | LBA% | ACR | CA%,23 | 96 | 71.1 | 2 | 50.0 | 3 | 60.0
2026-09-15T12:31:05.287Z,André Clóvis,Passe,21/22,Liga Portugal Betclic,MP | APS | APS% | ALB | LBA% | ACR | CA%,23 | 96 | 71.1 | 2 | 50.0 | 3 | 60.0
2026-09-15T12:31:05.317Z,André Clóvis,Passe,20/21,Total do Ano,MP | APS | APS% | ALB | LBA% | ACR | CA%,1 | 7 | 70.0 | 1 | 100.0 | - | -
2026-09-15T12:31:05.352Z,André Clóvis,Passe,20/21,Taça de Portugal,MP | APS | APS% | ALB | LBA% | ACR | CA%,1 | 7 | 70.0 | 1 | 100.0 | - | -
2026-09-15T12:31:06.165Z,André Clóvis,Defendendo,26/27,Total do Ano,MP | CLS | YC | RC | ELTG | DRP | TACK | INT | BLS | ADW,6 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | - | 5
2026-09-15T12:31:06.219Z,André Clóvis,Defendendo,26/27,Liga Portugal Betclic,MP | CLS | YC | RC | ELTG | DRP | TACK | INT | BLS | ADW,6 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | - | 5
2026-09-15T12:31:06.273Z,André Clóvis,Defendendo,25/26,Total do Ano,MP | CLS | YC | RC | ELTG | DRP | TACK | INT | BLS | ADW,34 | 13 | 3 | 0 | 0 | 6 | 7 | 2 | 1 | 58
2026-09-15T12:31:06.313Z,André Clóvis,Defendendo,25/26,Liga Portugal 2,MP | CLS | YC | RC | ELTG | DRP | TACK | INT | BLS | ADW,34 | 13 | 3 | 0 | 0 | 6 | 7 | 2 | 1 | 58
2026-09-15T12:31:06.351Z,André Clóvis,Defendendo,24/25,Total do Ano,MP | CLS | YC | RC | ELTG | DRP | TACK | INT | BLS | ADW,32 | 1 | 3 | 1 | 0 | 9 | 11 | 5 | - | 41
2026-09-15T12:31:06.400Z,André Clóvis,Defendendo,24/25,Liga Portugal 2,MP | CLS | YC | RC | ELTG | DRP | TACK | INT | BLS | ADW,32 | 1 | 3 | 1 | 0 | 9 | 11 | 5 | - | 41
2026-09-15T12:31:06.439Z,André Clóvis,Defendendo,23/24,Total do Ano,MP | CLS | YC | RC | ELTG | DRP | TACK | INT | BLS | ADW,33 | 3 | 4 | 1 | 0 | 8 | 16 | 8 | 3 | 49
